"","Student_ID","Semster_Name","Paper 1","Paper 2","Paper 3","Paper 4","Paper 5","Paper 6","Paper 7"
"24244","SID20177642","Sem_4",55,75,73,100,60,80,59
"24245","SID20177642","Sem_5",90,98,52,78,68,55,84
"24246","SID20177642","Sem_6",98,69,67,46,71,72,53
"24247","SID20177642","Sem_7",94,93,80,51,64,54,77
"24248","SID20177642","Sem_8",55,74,99,74,61,70,66
"24249","SID20177645","Sem_1",52,45,96,40,81,96,98
"24250","SID20177645","Sem_2",20,44,100,40,96,64,66
"24251","SID20177645","Sem_3",79,81,97,79,48,60,86
"24252","SID20177645","Sem_4",79,72,42,97,85,93,64
"24253","SID20177645","Sem_5",80,88,90,89,51,79,54
"24257","SID20177676","Sem_1",76,47,45,70,61,89,62
"24258","SID20177676","Sem_2",51,41,57,92,80,82,99
"24259","SID20177676","Sem_3",62,99,57,40,48,54,57
"24261","SID20177676","Sem_5",95,43,43,87,47,61,59
"24262","SID20177676","Sem_6",61,58,48,80,56,94,91
"24263","SID20177676","Sem_7",91,68,66,60,75,56,46
"24264","SID20177676","Sem_8",43,78,44,60,44,78,49
"24265","SID20177678","Sem_1",76,54,45,49,66,42,50
"24266","SID20177678","Sem_2",97,51,59,56,80,64,52
"24267","SID20177678","Sem_3",23,78,80,84,76,51,41
"24268","SID20177678","Sem_4",45,98,99,75,82,94,54
"24269","SID20177678","Sem_5",98,97,73,87,71,100,73
"24270","SID20177678","Sem_6",93,94,90,72,96,80,94
"24271","SID20177678","Sem_7",58,79,58,82,100,52,81
"24272","SID20177678","Sem_8",100,96,49,85,99,58,82
"24273","SID20177705","Sem_1",63,100,71,88,62,87,70
"24275","SID20177705","Sem_3",72,76,75,80,82,78,68
"24276","SID20177705","Sem_4",47,73,68,75,69,100,88
"24277","SID20177705","Sem_5",44,92,50,75,93,57,80
"24278","SID20177705","Sem_6",87,55,41,68,51,57,49
"24279","SID20177705","Sem_7",46,49,41,88,65,84,92
"24280","SID20177705","Sem_8",77,49,66,58,78,62,40
"24281","SID20177713","Sem_1",96,40,88,66,47,80,62
"24282","SID20177713","Sem_2",67,65,74,24,41,61,61
"24284","SID20177713","Sem_4",60,81,53,63,41,49,59
"24285","SID20177713","Sem_5",76,48,40,67,96,92,83
"24286","SID20177713","Sem_6",42,89,87,61,75,41,84
"24287","SID20177713","Sem_7",86,91,74,53,79,98,72
"24288","SID20177713","Sem_8",77,50,65,54,88,82,90
"24290","SID20177723","Sem_2",72,97,24,48,73,58,81
"24291","SID20177723","Sem_3",86,100,72,56,67,53,62
"24292","SID20177723","Sem_4",78,49,57,41,68,99,67
"24293","SID20177723","Sem_5",68,99,50,48,49,69,80
"24294","SID20177723","Sem_6",90,69,100,97,56,48,72
"24295","SID20177723","Sem_7",43,94,79,58,86,42,47
"24296","SID20177723","Sem_8",86,77,97,72,50,74,98
"24297","SID20177726","Sem_1",80,64,68,52,77,50,45
"24298","SID20177726","Sem_2",85,82,49,74,44,47,89
"24299","SID20177726","Sem_3",68,45,46,63,90,100,74
"24301","SID20177726","Sem_5",95,97,77,43,48,45,52
"24302","SID20177726","Sem_6",98,44,54,72,88,97,49
"24303","SID20177726","Sem_7",72,81,42,98,45,79,72
"24305","SID20177745","Sem_1",48,96,65,73,77,44,52
"24306","SID20177745","Sem_2",86,96,47,79,50,67,98
"24307","SID20177745","Sem_3",83,91,23,42,99,81,63
"24310","SID20177745","Sem_6",56,90,95,48,98,97,41
"24311","SID20177745","Sem_7",46,91,72,80,48,65,54
"24313","SID20177762","Sem_1",98,58,58,92,59,43,67
"24314","SID20177762","Sem_2",97,87,95,70,41,92,74
"24315","SID20177762","Sem_3",75,50,80,85,64,48,73
"24316","SID20177762","Sem_4",65,69,65,85,42,100,94
"24317","SID20177762","Sem_5",95,76,80,66,92,89,86
"24318","SID20177762","Sem_6",96,93,76,64,86,52,75
"24320","SID20177762","Sem_8",90,57,42,89,85,78,67
"24321","SID20177773","Sem_1",77,72,50,96,80,67,41
"24323","SID20177773","Sem_3",55,63,100,99,43,100,67
"24324","SID20177773","Sem_4",54,87,71,40,41,77,97
"24326","SID20177773","Sem_6",61,85,81,88,44,89,59
"24327","SID20177773","Sem_7",57,70,55,85,89,76,51
"24328","SID20177773","Sem_8",68,68,82,78,73,46,98
"24329","SID20177787","Sem_1",54,85,61,87,49,60,49
"24330","SID20177787","Sem_2",59,85,54,94,68,97,57
"24331","SID20177787","Sem_3",45,44,97,77,53,26,76
"24332","SID20177787","Sem_4",100,60,91,45,84,89,74
"24333","SID20177787","Sem_5",77,72,95,54,77,48,59
"24334","SID20177787","Sem_6",64,90,94,77,94,57,48
"24335","SID20177787","Sem_7",82,52,73,63,46,45,96
"24336","SID20177787","Sem_8",94,87,89,45,23,63,100
"24337","SID20177799","Sem_1",70,66,53,69,69,71,45
"24339","SID20177799","Sem_3",95,49,66,42,63,90,91
"24340","SID20177799","Sem_4",64,50,92,62,71,53,81
"24341","SID20177799","Sem_5",99,85,98,71,27,88,72
"24342","SID20177799","Sem_6",41,89,61,71,78,67,68
"24343","SID20177799","Sem_7",53,64,66,71,60,77,91
"24344","SID20177799","Sem_8",77,54,46,94,87,28,52
"24345","SID20177803","Sem_1",57,57,72,59,48,62,76
"24346","SID20177803","Sem_2",74,40,67,55,79,77,93
"24347","SID20177803","Sem_3",83,49,100,80,96,64,75
"24348","SID20177803","Sem_4",49,79,58,90,70,98,79
"24349","SID20177803","Sem_5",72,92,93,45,42,40,47
"24351","SID20177803","Sem_7",61,54,74,89,60,71,57
"24352","SID20177803","Sem_8",61,61,100,87,82,50,50
"24355","SID20177814","Sem_3",87,54,99,55,56,56,41
"24356","SID20177814","Sem_4",92,91,93,87,44,74,93
"24357","SID20177814","Sem_5",74,48,44,87,74,60,42
"24358","SID20177814","Sem_6",69,53,92,62,98,43,49
"24359","SID20177814","Sem_7",91,84,86,97,25,53,55
"24360","SID20177814","Sem_8",97,47,82,68,85,64,76
"24361","SID20177826","Sem_1",76,41,53,45,88,65,80
"24362","SID20177826","Sem_2",93,99,77,72,84,63,42
"24363","SID20177826","Sem_3",74,78,79,63,45,73,67
"24365","SID20177826","Sem_5",86,79,80,83,91,99,65
"24366","SID20177826","Sem_6",56,65,86,42,69,49,61
"24367","SID20177826","Sem_7",79,46,51,91,93,48,51
"24368","SID20177826","Sem_8",89,40,74,97,50,92,60
"24369","SID20177842","Sem_1",78,82,71,51,66,81,66
"24370","SID20177842","Sem_2",89,75,87,63,95,43,72
"24371","SID20177842","Sem_3",58,64,98,76,48,40,66
"24372","SID20177842","Sem_4",59,82,71,58,93,89,47
"24373","SID20177842","Sem_5",44,47,46,62,50,72,77
"24374","SID20177842","Sem_6",89,68,83,85,52,60,69
"24375","SID20177842","Sem_7",53,48,59,44,91,97,88
"24376","SID20177842","Sem_8",79,80,68,82,42,47,56
"24377","SID20177853","Sem_1",95,79,41,81,43,43,75
"24378","SID20177853","Sem_2",96,100,62,85,43,81,55
"24379","SID20177853","Sem_3",74,72,67,99,90,45,100
"24380","SID20177853","Sem_4",58,54,54,57,80,77,41
"24381","SID20177853","Sem_5",95,54,77,88,19,71,79
"24382","SID20177853","Sem_6",48,67,40,92,63,67,63
"24383","SID20177853","Sem_7",66,100,57,70,61,78,57
"24384","SID20177853","Sem_8",58,87,71,100,90,51,44
"24385","SID20177855","Sem_1",40,78,46,56,89,81,48
"24386","SID20177855","Sem_2",41,97,61,50,60,64,59
"24387","SID20177855","Sem_3",74,61,90,97,77,61,94
"24388","SID20177855","Sem_4",57,60,95,99,45,66,58
"24389","SID20177855","Sem_5",97,98,80,43,83,99,64
"24390","SID20177855","Sem_6",89,64,22,72,53,56,58
"24391","SID20177855","Sem_7",75,85,42,96,73,82,41
"24392","SID20177855","Sem_8",93,43,91,69,50,84,94
"24393","SID20177877","Sem_1",81,74,91,71,99,72,46
"24394","SID20177877","Sem_2",47,99,84,77,91,45,46
"24395","SID20177877","Sem_3",62,40,83,58,88,86,41
"24397","SID20177877","Sem_5",61,44,51,42,47,78,100
"24398","SID20177877","Sem_6",59,62,60,48,93,54,58
"24399","SID20177877","Sem_7",43,52,44,48,68,91,47
"24400","SID20177877","Sem_8",80,97,88,58,69,97,60
"24401","SID20177893","Sem_1",96,69,56,84,49,98,74
"24402","SID20177893","Sem_2",87,52,74,63,96,57,80
"24403","SID20177893","Sem_3",98,66,45,71,44,54,91
"24404","SID20177893","Sem_4",94,58,61,81,43,66,59
"24405","SID20177893","Sem_5",48,69,82,88,88,89,75
"24406","SID20177893","Sem_6",78,44,90,49,21,63,80
"24407","SID20177893","Sem_7",80,52,45,58,100,85,64
"24408","SID20177893","Sem_8",56,53,77,57,55,47,54
"24409","SID20177895","Sem_1",93,76,85,71,54,56,64
"24410","SID20177895","Sem_2",88,49,86,85,87,67,55
"24411","SID20177895","Sem_3",70,71,54,91,48,71,76
"24413","SID20177895","Sem_5",53,97,77,50,48,91,97
"24414","SID20177895","Sem_6",87,61,98,98,65,75,73
"24415","SID20177895","Sem_7",40,51,81,44,44,93,88
"24416","SID20177895","Sem_8",51,54,64,97,47,63,89
"24417","SID20177944","Sem_1",67,21,88,75,95,72,79
"24418","SID20177944","Sem_2",71,60,97,94,70,40,66
"24419","SID20177944","Sem_3",76,94,40,44,82,81,82
"24420","SID20177944","Sem_4",97,46,74,58,78,69,56
"24421","SID20177944","Sem_5",78,76,45,94,96,48,65
"24423","SID20177944","Sem_7",50,54,69,96,84,45,73
"24424","SID20177944","Sem_8",52,89,62,81,44,41,99
"24426","SID20177977","Sem_2",60,87,54,83,92,65,79
"24428","SID20177977","Sem_4",41,87,63,60,63,58,100
"24429","SID20177977","Sem_5",100,100,85,77,71,68,72
"24430","SID20177977","Sem_6",57,91,41,41,62,71,57
"24431","SID20177977","Sem_7",90,100,69,76,89,71,80
"24432","SID20177977","Sem_8",62,54,59,85,53,56,63
"24433","SID20178013","Sem_1",68,67,46,91,49,84,73
"24434","SID20178013","Sem_2",84,91,66,49,66,60,48
"24435","SID20178013","Sem_3",76,73,76,55,79,49,46
"24436","SID20178013","Sem_4",67,69,44,45,44,85,89
"24437","SID20178013","Sem_5",70,91,85,83,80,100,69
"24438","SID20178013","Sem_6",45,56,90,64,48,61,88
"24439","SID20178013","Sem_7",56,51,57,98,63,69,80
"24440","SID20178013","Sem_8",57,88,66,48,67,87,58
"24442","SID20178016","Sem_2",97,43,62,72,86,63,46
"24443","SID20178016","Sem_3",59,54,46,83,99,58,40
"24444","SID20178016","Sem_4",68,41,84,62,62,68,81
"24445","SID20178016","Sem_5",100,100,77,98,76,87,73
"24446","SID20178016","Sem_6",52,68,80,90,78,50,77
"24447","SID20178016","Sem_7",41,78,57,62,96,66,96
"24449","SID20178022","Sem_1",41,76,41,66,53,73,71
"24450","SID20178022","Sem_2",78,61,46,48,58,46,57
"24451","SID20178022","Sem_3",40,73,49,48,76,43,46
"24452","SID20178022","Sem_4",85,52,62,83,59,97,40
"24453","SID20178022","Sem_5",40,65,59,58,92,49,58
"24454","SID20178022","Sem_6",41,82,90,98,95,50,96
"24455","SID20178022","Sem_7",90,66,80,87,74,80,21
"24456","SID20178022","Sem_8",67,88,57,66,40,45,66
"24457","SID20178026","Sem_1",66,48,54,91,43,78,64
"24458","SID20178026","Sem_2",58,47,54,80,95,72,46
"24459","SID20178026","Sem_3",60,51,83,59,44,21,95
"24461","SID20178026","Sem_5",96,95,71,54,96,82,71
"24462","SID20178026","Sem_6",73,76,50,56,45,90,91
"24463","SID20178026","Sem_7",93,70,65,41,43,85,59
"24464","SID20178026","Sem_8",45,58,75,45,51,69,68
"24465","SID20178039","Sem_1",50,47,88,93,58,80,52
"24466","SID20178039","Sem_2",93,68,97,61,69,40,94
"24467","SID20178039","Sem_3",47,70,81,75,59,75,47
"24470","SID20178039","Sem_6",65,65,58,51,41,48,66
"24471","SID20178039","Sem_7",84,75,46,86,40,81,67
"24472","SID20178039","Sem_8",41,40,96,96,47,74,69
"24473","SID20178074","Sem_1",70,46,100,95,68,42,84
"24475","SID20178074","Sem_3",82,92,93,99,67,54,61
"24476","SID20178074","Sem_4",83,62,77,85,55,73,70
"24477","SID20178074","Sem_5",98,100,72,50,65,79,43
"24479","SID20178074","Sem_7",91,59,76,61,45,51,88
"24480","SID20178074","Sem_8",56,45,88,97,57,70,46
"24481","SID20178091","Sem_1",95,87,48,90,53,62,43
"24482","SID20178091","Sem_2",53,67,73,67,50,68,68
"24483","SID20178091","Sem_3",65,61,44,72,58,51,40
"24484","SID20178091","Sem_4",95,58,88,50,88,68,90
"24485","SID20178091","Sem_5",95,65,99,62,94,74,68
"24486","SID20178091","Sem_6",91,86,69,99,47,60,92
"24487","SID20178091","Sem_7",41,45,44,56,46,74,41
"24488","SID20178091","Sem_8",74,92,75,41,93,80,77
"24489","SID20178103","Sem_1",49,95,45,98,55,90,95
"24490","SID20178103","Sem_2",80,93,69,60,49,87,89
"24491","SID20178103","Sem_3",86,62,43,74,84,53,99
"24492","SID20178103","Sem_4",49,84,85,40,85,64,55
"24493","SID20178103","Sem_5",96,52,58,88,53,26,97
"24494","SID20178103","Sem_6",86,99,85,83,49,59,67
"24495","SID20178103","Sem_7",66,54,83,49,62,87,47
"24496","SID20178103","Sem_8",73,65,99,64,68,45,53
"24498","SID20178116","Sem_2",43,94,76,93,79,68,67
"24499","SID20178116","Sem_3",94,96,78,49,78,86,58
"24500","SID20178116","Sem_4",84,59,58,87,84,63,88
"24501","SID20178116","Sem_5",71,47,72,69,78,41,91
"24502","SID20178116","Sem_6",84,89,54,72,93,54,86
"24503","SID20178116","Sem_7",86,78,64,89,72,74,68
"24504","SID20178116","Sem_8",65,90,43,91,59,50,73
"24505","SID20178120","Sem_1",42,43,89,80,80,90,85
"24506","SID20178120","Sem_2",89,64,93,64,63,62,58
"24507","SID20178120","Sem_3",83,55,67,46,64,40,71
"24508","SID20178120","Sem_4",47,54,47,55,83,48,84
"24509","SID20178120","Sem_5",83,84,88,58,69,63,55
"24510","SID20178120","Sem_6",69,60,43,53,88,72,99
"24511","SID20178120","Sem_7",64,76,71,49,75,86,40
"24512","SID20178120","Sem_8",62,91,73,100,59,71,78
"24513","SID20178137","Sem_1",93,41,76,95,42,47,53
"24514","SID20178137","Sem_2",80,97,51,50,79,51,56
"24516","SID20178137","Sem_4",73,62,61,92,60,43,71
"24517","SID20178137","Sem_5",97,22,92,94,94,68,80
"24518","SID20178137","Sem_6",64,94,65,81,66,65,50
"24519","SID20178137","Sem_7",76,60,99,90,100,98,68
"24520","SID20178137","Sem_8",62,86,49,99,45,55,99
"24521","SID20178141","Sem_1",65,63,59,70,60,64,63
"24522","SID20178141","Sem_2",96,61,53,80,50,92,92
"24523","SID20178141","Sem_3",95,72,82,43,97,78,75
"24524","SID20178141","Sem_4",62,59,41,96,67,53,76
"24525","SID20178141","Sem_5",43,94,72,60,77,80,43
"24526","SID20178141","Sem_6",56,71,58,71,51,100,52
"24527","SID20178141","Sem_7",56,64,89,51,44,97,77
"24528","SID20178141","Sem_8",78,88,65,77,89,75,100
"24529","SID20178175","Sem_1",69,98,67,55,97,68,57
"24530","SID20178175","Sem_2",72,69,94,49,93,77,84
"24531","SID20178175","Sem_3",62,99,61,88,53,85,57
"24532","SID20178175","Sem_4",52,66,98,46,47,64,84
"24533","SID20178175","Sem_5",53,95,97,70,59,87,83
"24534","SID20178175","Sem_6",45,48,65,68,94,67,97
"24535","SID20178175","Sem_7",71,61,41,67,95,56,89
"24536","SID20178175","Sem_8",45,50,86,99,46,51,94
"24538","SID20178185","Sem_2",70,61,56,79,82,92,83
"24539","SID20178185","Sem_3",76,50,78,66,75,50,80
"24540","SID20178185","Sem_4",98,95,40,66,74,50,99
"24541","SID20178185","Sem_5",75,52,40,97,59,45,56
"24542","SID20178185","Sem_6",56,64,42,47,58,46,50
"24543","SID20178185","Sem_7",67,67,44,61,77,65,79
"24544","SID20178185","Sem_8",84,43,53,77,93,83,92
"24545","SID20178191","Sem_1",64,96,94,94,67,71,97
"24546","SID20178191","Sem_2",69,90,99,43,54,43,48
"24547","SID20178191","Sem_3",49,43,55,88,76,51,55
"24548","SID20178191","Sem_4",55,74,96,28,41,77,58
"24549","SID20178191","Sem_5",52,79,95,70,50,99,90
"24550","SID20178191","Sem_6",85,50,51,41,99,87,88
"24551","SID20178191","Sem_7",90,100,66,45,82,89,95
"24553","SID20178200","Sem_1",92,88,41,96,89,40,76
"24554","SID20178200","Sem_2",66,75,83,52,73,76,72
"24555","SID20178200","Sem_3",73,96,90,71,65,69,65
"24556","SID20178200","Sem_4",95,56,100,89,86,88,86
"24558","SID20178200","Sem_6",50,76,63,78,41,70,29
"24559","SID20178200","Sem_7",53,67,98,100,55,70,44
"24560","SID20178200","Sem_8",96,72,73,48,43,46,63
"24561","SID20178201","Sem_1",83,89,65,80,80,49,54
"24562","SID20178201","Sem_2",87,77,78,78,60,79,70
"24563","SID20178201","Sem_3",57,80,55,82,42,74,98
"24564","SID20178201","Sem_4",61,61,80,90,54,81,49
"24567","SID20178201","Sem_7",71,49,95,68,43,85,77
"24568","SID20178201","Sem_8",98,80,97,94,42,65,64
"24571","SID20178206","Sem_3",68,72,50,20,80,62,51
"24574","SID20178206","Sem_6",79,73,99,82,59,45,61
"24575","SID20178206","Sem_7",97,86,68,100,93,60,57
"24576","SID20178206","Sem_8",92,85,80,64,94,42,60
"24578","SID20178227","Sem_2",56,50,88,89,95,42,90
"24579","SID20178227","Sem_3",41,52,99,80,81,86,89
"24580","SID20178227","Sem_4",81,57,40,70,95,100,62
"24581","SID20178227","Sem_5",43,69,99,99,43,86,84
"24582","SID20178227","Sem_6",97,86,91,98,67,64,80
"24583","SID20178227","Sem_7",91,97,44,59,50,77,92
"24584","SID20178227","Sem_8",65,79,59,63,62,82,49
"24585","SID20178229","Sem_1",92,57,90,88,90,49,43
"24586","SID20178229","Sem_2",92,78,68,72,65,43,41
"24587","SID20178229","Sem_3",40,80,44,53,66,51,41
"24589","SID20178229","Sem_5",78,80,49,55,47,52,66
"24590","SID20178229","Sem_6",72,66,58,52,42,81,75
"24591","SID20178229","Sem_7",82,56,82,72,68,98,75
"24592","SID20178229","Sem_8",95,62,85,91,96,49,55
"24593","SID20178246","Sem_1",72,60,50,94,99,90,57
"24594","SID20178246","Sem_2",55,91,72,50,26,94,55
"24595","SID20178246","Sem_3",71,98,28,60,71,54,66
"24596","SID20178246","Sem_4",49,50,43,53,79,65,82
"24597","SID20178246","Sem_5",60,97,77,58,74,98,82
"24598","SID20178246","Sem_6",70,72,52,91,26,70,79
"24599","SID20178246","Sem_7",26,98,41,53,25,65,82
"24600","SID20178246","Sem_8",42,52,61,60,100,51,41
"24601","SID20178308","Sem_1",68,77,99,92,49,41,61
"24602","SID20178308","Sem_2",75,69,54,58,49,90,80
"24603","SID20178308","Sem_3",78,84,98,86,93,81,54
"24604","SID20178308","Sem_4",67,84,97,77,100,76,86
"24605","SID20178308","Sem_5",87,81,76,78,45,72,84
"24606","SID20178308","Sem_6",55,72,89,86,97,45,61
"24607","SID20178308","Sem_7",67,61,55,99,48,67,48
"24608","SID20178308","Sem_8",79,94,81,55,53,52,63
"24609","SID20178323","Sem_1",59,52,40,88,46,95,40
"24611","SID20178323","Sem_3",55,54,53,55,89,59,97
"24612","SID20178323","Sem_4",99,53,94,85,100,58,45
"24613","SID20178323","Sem_5",84,84,91,89,85,47,94
"24614","SID20178323","Sem_6",57,72,48,42,76,69,46
"24615","SID20178323","Sem_7",87,45,100,41,71,85,85
"24616","SID20178323","Sem_8",40,92,50,53,90,86,90
"24618","SID20178331","Sem_2",82,97,85,70,79,52,78
"24619","SID20178331","Sem_3",83,77,73,95,82,90,72
"24620","SID20178331","Sem_4",100,63,64,97,46,71,85
"24621","SID20178331","Sem_5",97,75,56,49,62,67,80
"24622","SID20178331","Sem_6",81,40,40,48,67,51,57
"24623","SID20178331","Sem_7",97,90,88,58,68,85,64
"24624","SID20178331","Sem_8",48,80,76,72,85,98,89
"24625","SID20178338","Sem_1",91,46,93,28,93,55,71
"24626","SID20178338","Sem_2",69,55,46,75,87,68,70
"24627","SID20178338","Sem_3",78,90,68,70,47,86,56
"24628","SID20178338","Sem_4",83,99,69,89,98,76,41
"24629","SID20178338","Sem_5",88,58,64,100,79,77,80
"24630","SID20178338","Sem_6",80,85,94,88,56,95,64
"24631","SID20178338","Sem_7",96,51,48,88,49,42,40
"24633","SID20178344","Sem_1",86,41,61,88,53,83,57
"24634","SID20178344","Sem_2",55,74,82,78,40,96,99
"24635","SID20178344","Sem_3",78,86,76,99,52,47,45
"24636","SID20178344","Sem_4",99,76,68,67,63,69,89
"24637","SID20178344","Sem_5",85,86,78,67,71,51,90
"24638","SID20178344","Sem_6",65,52,51,47,87,93,50
"24639","SID20178344","Sem_7",50,78,68,75,77,57,45
"24640","SID20178344","Sem_8",76,50,79,48,65,66,63
"24641","SID20178348","Sem_1",75,72,55,81,86,50,47
"24642","SID20178348","Sem_2",59,56,91,64,50,77,82
"24643","SID20178348","Sem_3",45,67,68,60,85,49,69
"24644","SID20178348","Sem_4",82,24,43,90,75,92,75
"24645","SID20178348","Sem_5",56,82,70,66,54,41,65
"24646","SID20178348","Sem_6",46,73,80,70,75,88,46
"24647","SID20178348","Sem_7",68,62,72,55,88,89,44
"24648","SID20178348","Sem_8",76,20,48,57,94,68,82
"24649","SID20178386","Sem_1",94,96,73,97,71,66,66
"24650","SID20178386","Sem_2",48,56,44,55,75,61,47
"24651","SID20178386","Sem_3",81,68,93,100,85,44,64
"24652","SID20178386","Sem_4",57,90,48,43,81,60,92
"24653","SID20178386","Sem_5",63,73,83,65,82,54,81
"24655","SID20178386","Sem_7",66,67,50,85,68,72,53
"24659","SID20178412","Sem_3",50,100,68,44,68,24,54
"24661","SID20178412","Sem_5",81,77,43,89,57,63,70
"24662","SID20178412","Sem_6",83,43,91,64,66,89,62
"24663","SID20178412","Sem_7",65,52,97,90,54,97,91
"24664","SID20178412","Sem_8",27,84,47,62,57,64,84
"24665","SID20178427","Sem_1",68,95,85,56,44,43,86
"24666","SID20178427","Sem_2",42,49,83,65,43,49,91
"24667","SID20178427","Sem_3",59,41,75,80,63,48,86
"24668","SID20178427","Sem_4",69,85,48,78,65,91,53
"24669","SID20178427","Sem_5",48,71,60,48,66,99,55
"24670","SID20178427","Sem_6",98,58,57,40,83,86,45
"24671","SID20178427","Sem_7",41,58,87,42,74,41,75
"24672","SID20178427","Sem_8",55,59,52,61,46,64,57
"24673","SID20178450","Sem_1",93,69,98,49,100,97,45
"24675","SID20178450","Sem_3",98,41,79,65,78,88,77
"24676","SID20178450","Sem_4",97,44,75,73,92,59,49
"24677","SID20178450","Sem_5",99,82,53,93,66,54,83
"24678","SID20178450","Sem_6",51,63,81,51,63,46,89
"24679","SID20178450","Sem_7",73,88,75,97,48,83,64
"24680","SID20178450","Sem_8",45,74,91,90,56,43,51
"24681","SID20178456","Sem_1",47,94,42,78,85,73,84
"24682","SID20178456","Sem_2",52,76,54,56,86,55,48
"24683","SID20178456","Sem_3",47,53,51,43,74,78,75
"24684","SID20178456","Sem_4",55,83,96,99,44,65,75
"24685","SID20178456","Sem_5",78,82,96,58,81,82,62
"24686","SID20178456","Sem_6",93,75,71,52,81,62,93
"24687","SID20178456","Sem_7",78,67,68,63,76,44,69
"24688","SID20178456","Sem_8",61,41,71,66,41,76,67
"24689","SID20178473","Sem_1",73,57,47,64,93,43,78
"24690","SID20178473","Sem_2",44,90,90,62,91,46,89
"24691","SID20178473","Sem_3",55,44,61,75,86,52,73
"24692","SID20178473","Sem_4",100,44,83,47,82,100,66
"24693","SID20178473","Sem_5",53,45,91,74,91,61,41
"24694","SID20178473","Sem_6",87,68,64,45,89,91,44
"24695","SID20178473","Sem_7",100,82,78,58,74,61,79
"24696","SID20178473","Sem_8",52,88,61,73,45,91,44
"24697","SID20178475","Sem_1",97,81,21,74,75,72,40
"24699","SID20178475","Sem_3",86,86,98,79,98,80,84
"24700","SID20178475","Sem_4",74,58,94,53,96,86,44
"24702","SID20178475","Sem_6",66,61,64,79,77,91,83
"24703","SID20178475","Sem_7",56,91,91,64,40,85,98
"24704","SID20178475","Sem_8",95,59,48,43,43,87,90
"24705","SID20178494","Sem_1",98,92,47,60,59,42,68
"24706","SID20178494","Sem_2",61,51,57,81,88,61,56
"24707","SID20178494","Sem_3",41,90,44,66,80,95,67
"24708","SID20178494","Sem_4",57,79,51,41,46,76,85
"24709","SID20178494","Sem_5",82,82,84,57,78,75,93
"24710","SID20178494","Sem_6",80,52,78,66,63,84,98
"24711","SID20178494","Sem_7",69,71,46,82,49,79,74
"24712","SID20178494","Sem_8",69,55,78,69,58,60,46
"24713","SID20178502","Sem_1",90,93,83,89,65,44,75
"24714","SID20178502","Sem_2",20,52,96,90,76,60,44
"24715","SID20178502","Sem_3",45,73,44,94,54,79,88
"24716","SID20178502","Sem_4",61,88,83,77,85,60,78
"24717","SID20178502","Sem_5",96,79,61,88,49,85,75
"24718","SID20178502","Sem_6",40,98,97,67,78,91,42
"24719","SID20178502","Sem_7",80,60,75,95,42,65,59
"24721","SID20178517","Sem_1",82,71,52,60,64,68,64
"24722","SID20178517","Sem_2",50,61,49,50,57,70,89
"24723","SID20178517","Sem_3",43,100,87,78,69,74,82
"24724","SID20178517","Sem_4",50,78,87,100,69,76,72
"24725","SID20178517","Sem_5",73,100,76,79,48,50,63
"24726","SID20178517","Sem_6",71,70,83,72,46,79,72
"24727","SID20178517","Sem_7",90,44,67,54,90,70,93
"24728","SID20178517","Sem_8",67,97,51,69,44,49,94
"24729","SID20178543","Sem_1",99,92,77,84,71,85,98
"24730","SID20178543","Sem_2",99,87,67,60,95,40,79
"24731","SID20178543","Sem_3",59,41,53,65,66,97,92
"24732","SID20178543","Sem_4",95,93,46,78,83,61,40
"24733","SID20178543","Sem_5",77,86,85,71,100,40,62
"24734","SID20178543","Sem_6",57,99,59,44,56,47,96
"24736","SID20178543","Sem_8",96,22,47,70,63,84,63
"24738","SID20178565","Sem_2",92,71,81,61,44,86,60
"24739","SID20178565","Sem_3",79,57,45,85,51,48,82
"24740","SID20178565","Sem_4",81,55,94,48,52,98,63
"24741","SID20178565","Sem_5",95,42,54,50,53,62,95
"24742","SID20178565","Sem_6",48,77,98,58,56,60,65
"24743","SID20178565","Sem_7",76,64,89,82,56,44,47
"24744","SID20178565","Sem_8",92,71,94,50,68,95,50
"24745","SID20178577","Sem_1",52,91,54,70,65,53,89
"24746","SID20178577","Sem_2",73,61,82,43,61,68,82
"24747","SID20178577","Sem_3",84,41,71,71,57,45,71
"24748","SID20178577","Sem_4",43,48,94,50,55,96,84
"24749","SID20178577","Sem_5",57,90,55,71,54,98,25
"24750","SID20178577","Sem_6",62,70,53,45,81,82,67
"24751","SID20178577","Sem_7",56,79,48,95,97,56,49
"24753","SID20178589","Sem_1",68,90,98,89,71,83,57
"24754","SID20178589","Sem_2",88,90,89,100,46,74,95
"24755","SID20178589","Sem_3",52,85,40,61,97,56,69
"24756","SID20178589","Sem_4",67,95,24,82,66,53,66
"24757","SID20178589","Sem_5",66,79,89,82,70,75,93
"24758","SID20178589","Sem_6",87,47,84,54,80,96,97
"24759","SID20178589","Sem_7",47,97,92,66,82,51,69
"24760","SID20178589","Sem_8",85,24,44,61,50,70,62
"24761","SID20178627","Sem_1",91,44,96,62,64,54,75
"24763","SID20178627","Sem_3",96,87,41,60,44,66,57
"24765","SID20178627","Sem_5",63,50,64,52,68,98,96
"24766","SID20178627","Sem_6",41,54,69,70,70,57,40
"24767","SID20178627","Sem_7",64,94,100,79,49,95,97
"24768","SID20178627","Sem_8",59,45,46,93,83,53,58
"24769","SID20178639","Sem_1",56,91,82,56,51,56,47
